review_id,game,aspect,review_text,llm_zeroshot,llm_fewshot,human_label_B
1.0915E+15,Cyberpunk 2077,price,"Surely one of the best games i ever played ! thank you CD Project RED ! the graphics are amazing, the Story is good (me i like it a lot but its not the best u can find) Story development is peak, charachters are good. ive played the game before on xbox gamepass but decided to get it on a steam deal with the DLC for 37 bucks. worth the price for a + 100H game. just a bit disapointed because of the crashes, but its not a big deal","['graphics', 'story', 'price']","['graphics', 'story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Cyberpunk is definitely on the same story arc as NMS- ""like a phoenix born from the ashes"". I do think there is room for improvements and criticism when it comes to certain limitations with builds/cyberware, but it feels like pointing out the crumbs on an otherwise spotless kitchen. This is a great game, worth the price many times over - and any potential improvements are all but available through mods.","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Cyberpunk 2077 had a rough launch, but is nothing like it was back then. Yeah, there are still a few bugs here and there, but I haven't been experiencing any gamebreaking bugs the past year or so of playing on and off. The DLC is also amazing and recommended if you like the base game. I'd say this game is 100% worth it at full price, but if if it's on sale it's a no-brainer!",['price'],"['price', 'story']",
1.0915E+15,Cyberpunk 2077,price,"The cutseens are garbage, combat flow sucks, plot is overly determinative so your basically just along for the ride , not worth the price unless its on a serious sale,","['combat', 'story', 'price']","['graphics', 'combat', 'story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"This game is one of the Best RPG Future Based Game out in the Global Market. The graphics are insane, but the graphics cost pretty a price... In my PC with this specs, I got approx 100 fps with dlss frame generation and ultimate settings (without Ray Tracing). Overall the Game is outstanding...","['graphics', 'price']","['graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"with so much to do in this game, and just how beautiful both the game and story is, there is no reason to not buy this game, except for maybe the price. But with how often the game is on sale, that's no excuse. this is, without a doubt, one of my favorite games of all time.","['graphics', 'story', 'price']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Even 6 years after release this game is a buggy mess. In my first experience, in the literal intro to the game npcs were T-posing and A-posing, I got trapped inside my armoury once and the game refused to let me interact with the keypad to get out, npcs and enemies phase through walls and I had to stop using cars entirely because whenever you summon them there seems to be a 70% chance of them flipping onto their roof and becoming impossible to use. However whenever the game actually decides to work it's pretty solid and characterisation is good. It's not worth the fully price given how much of a buggy mess it is but if you can pick it up on sale then do it.","['graphics', 'price', 'story']","['graphics', 'story', 'price']",
1.0915E+15,Cyberpunk 2077,price,With over 230 hours at the time of writing this review I think it's safe to say that I quite like Cyberpunk 2077. Despite it's awful launch the game has become a proper release that actually feels like it's worth full price.,['price'],['price'],
1.0915E+15,Cyberpunk 2077,price,This is the best game i have ever played 10/10 gameplay. If this game is on sale you should buy it.,"['price', 'controls']","['controls', 'combat', 'story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Great game. I love cyberpunk games. Deus Ex was one of my favorite series. This is like Watchdog, GTA, and Deus Ex all combined. I'm playing this WAY after release so it's not quite as glitchy and I didn't pay full price. 30 hours in and it's a blast.","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Definitely one of the best open-world games Iï¿½ï¿½ï¿½ve ever played. The world, the story, and the combat, ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ absolute perfection. If youï¿½ï¿½ï¿½re thinking about whether you should buy this game or not, YOU SHOULD! The only thing Iï¿½ï¿½ï¿½m disappointed about is that J","['story', 'combat', 'price']","['story', 'combat', 'price']",
1.0915E+15,Cyberpunk 2077,price,"it started off pretty cool! great graphics, cool characters, and uhm- let's just say a very 'detailed' customisation choices, but slowly it started to get boring, the story was kinda inconsistent, the gunplay got old fast, the gameplay is janky and the cars in this game drive terribly. i found myself skipping alot of the dialogue and cutscenes due to the jankiness and bugs, and honestly found it really boring and anticlimactic. i really would like to give a good review but with all the said issues plus the buggy cutscenes and glitches in the game, it's honestly gonna be a bad review on my end, 6.5/10 at most. if you like far cry games and cyber/neon cityscape, MAYBE you'd enjoy this, but i'd recommend to buy it on sale cuz it's just not worth the full price.","['graphics', 'story', 'combat', 'controls', 'price']","['graphics', 'story', 'controls', 'combat', 'price']",
1.0915E+15,Cyberpunk 2077,price,"i know for a fact i spent more time in settings than actually playing, not worth full price story is super mid lmao","['story', 'price']","['price', 'story']",
1.0915E+15,Cyberpunk 2077,price,"Really good game, this was the first game where I really focused on side quests because they were so damn good. The side quests were so engaging and had their own story that was separate from the main story. I bought this game not expecting for me to finish it, I had 0 expectations all I knew was that it was futuristic and set in 2077, I did not look at reviews or posts about this, I bought the game as a benchmark for my computer, the game is really pretty and runs fairly well on my computer, really amazing game and story was really really good, but what really made this game click was the immersion, this game is super immersive, gameplay was also amazing, but it is not perfection, I do wish the pacing of story was a bit slower, and that I could replay missions, there were still bugs but nothing crazy just minor inconvenience maybe just a quick reload of a save or a replay of a mission could fix, nothing crazy, I wish the game was 10 or so hours longer, it was just so good. Overall, it's worth all your time and you should really pay the full price for this peak. If you like open world or action RPG games, this is probably for you. :)","['story', 'graphics', 'controls', 'price']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,price,"Its good/really good, but not great. With the tech. and budget availible, it should have surpased older games like RDR2, Witcher3, GTA, etc. etc. It simply does not. Worth a play if its on sale 50% off or more. Not worth the full price.","['graphics', 'price']","['graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,Yes buy this game. But if you have a low end pc then might wanna wait for the marked down price.,['price'],"['price', 'graphics']",
1.0915E+15,Cyberpunk 2077,price,"This is absolutely the best game I have ever played. It's quickly shot up from a game I'm meh about to being one I'd willingly play 12 times over. With all the dialogue options, endings, and sheer emotions I felt while playing this, it is by far the best singleplayer game I've ever played. I play mainly multiplayer games with my friends so that's saying something. I wish I had more words to say how beautiful this game is. Aside from the couple crashes that only ever happened when playing for 3+ hours, this is a great game, and I 100% would have bought it for full price.","['story', 'graphics', 'price']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"TLDR: This is a great game but a weak RPG. Cyberpunkï¿½ï¿½ï¿½s incredible narrative, enhanced by its DLC, is undoubtedly worth playing, or at least trying. Thereï¿½ï¿½ï¿½s a lot to say about this gameï¿½ï¿½ï¿½s launch and subsequent redemption, but from someone who played it through multiple endings before 2.0, most of the best parts of the game were always there, if not just more accessible now. The story is great, tense and complex with interesting characters that pulls you along all the while you as V build your rep by taking on fun, if not short, gigs throughout Night City. Thereï¿½ï¿½ï¿½s some tastes of meaningful choice in the main story (and moreso in the DLC) but outside of that thereï¿½ï¿½ï¿½s little room for you to actually express yourself in this world, especially with how predetermined some aspects of your character are. Even basic features of expression like clothing, looks, and vehicles are seriously limited by a lot of modern RPG standards. More than that, one playthrough of the gameï¿½ï¿½ï¿½sgh most of the gameï¿½ï¿½ï¿½s side content, with about 5 non-repeatable hours of ï¿½ï¿½ï¿½postgame contentï¿½ï¿½ï¿½ (exclusively in the DLC). Sure, thereï¿½ï¿½ï¿½s always the other endings, but after that what are you left with? With how full Night City is Iï¿½ï¿½ï¿½m shocked by how dead the moment to moment exploration is. Night City is crowded, but hardly alive. It may be heretical to say, but outside of CD Projektï¿½ï¿½ï¿½s incredible curated content the transitory gameplay could be swapped with Starfieldï¿½ï¿½ï¿½s exploration. Its still well worth the money, ESPECIALLY recommended on sale, and mods can fill some of that empty space Iï¿½ï¿½ï¿½m dissatisfied with, but every so often Iï¿½ï¿½ï¿½ll stare wistfully at its icon before","['story', 'graphics', 'price', 'controls']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Have more than 700 hours in this game(didn't have the money to buy previously). This is a masterpiece, even considering bad launch and amount of bugs early on. Now this is a pretty polished, very moddable game with insane amount of content and build variation. CDPR did really well. Cant imagine what they'll accomplish in their cyberpunk sequel","['price', 'graphics', 'story']","['graphics', 'story', 'price', 'controls']",
1.0915E+15,Cyberpunk 2077,price,"What a pile of garbage this game is. I played for a few days, then it stopped loading. Game just Crashes at startup. I tried all the suggestion ie; current drivers, verifying, shutting off overlay, and anything else I could think of. Looks like the company got enough of the bugs out to get player beyond return time frame. They got my money dont let them get yours...","['graphics', 'price']","['graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Im 130 hours into this game and yet i havent discovered everything this game has to offer, there is so much content for me to explore especially with the added expansion, the story is absolutely phenomenal and such a fulfilling experience",['story'],"['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Cyberpunk at this state is easily a 10/10 game. Even more so, its a statement of a dev team making mistakes and redeeming on a promise to fix them. I did not buy the game for years, because we all know how 1.0 was. They promised to fix the game and so they did. The launch was a disaster, but through countless patches and additions to the game, they truly did create something special in the end. You can play the game with so many different builds and ways that its replaying value is very hight and most of all, the game is extremely fun to play. Storyline is fantastic. Its awesome, sad, atmospheric, thought provoking, depressing, epic and insane. Thereï¿½ï¿½s enough content here for hundreds of hours and many play throughs. Not to mention Phantom Liberty, which is a fantastic expansion, so definitely buy the ultimate edit","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"One of the best games to spend your money on. The story is engaging and you make meaningful decisions that change things throughout, the gameplay can change significantly based on how you build your character, and the music really helps you feel the right emotions and appropriately sets the tone during gameplay. I HIGHLY recommend that you get the DLC Phantom Liberty with this game, wait until there is a sale for the two if need be, it really takes the game much further and is a high point for the already great game.","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Honestly one of the best games I've ever played. All I had heard about this game was a supposed bad launch, but whatever they did to fix it is good enough for me. Sure there are still a few bugs here or there, but with a game this detailed and large a bug every once in a while is no problem for me. You can tell the developers care about this game and the replayability is so good, most story driven games have game mechanics that aren't fun enough to keep playing once you're done with the main storyline, however the mechanics and side missions/just messing around in this game are legit.","['story', 'controls']","['story', 'controls']",
1.0915E+15,Cyberpunk 2077,price,one of the best games period there are not enough words to describe this game and the dlc is chef's kiss it is truly amazing and i would recommend this to almost anyone,['price'],[],
1.0915E+15,Cyberpunk 2077,price,"I was there at the start. Got my money back. Now I'm here giving it another chance. They fixed a lot of stuff, added new content and everything. This is how the game should've released. I still don't like how there's zero ambience in this city, i can't hear cars, the rain is nonexistent, everything just feels empty and boring. I expect a game like this to have at least a little verticality but we can only go in some places. The DLC tried to further increase the story. Which was good, but eventually failed at the end again. What I wanted from this game is not what I got. I can do whatever I want in the city, still no one recognizes me apart from some missions. Well I always play from the shadow as a netrunner so I guess why would anyone know who I am, but still. Frankly, I could only write all the negatives here all day long, But I won't do it. For the current price I recommend you to give a shot. It might suck you in.","['graphics', 'story', 'price']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"I'm not too far into it, but I came in not expecting that much, and I've been pleasantly surprised! The game is a little overwhelming with missions and its hard to tell if anything is time sensitive, I remember getting stuck because my car got destroyed by an unavoidable quest, and I couldn't do anything except walk until I got a new car waiting for the first one to get repaired but aside from occasional issues, the games been really addicting, especially the story! I finally saved up enough money to pay back vik, so I'm going to do that next time I get on","['story', 'controls']","['story', 'controls']",
1.0915E+15,Cyberpunk 2077,price,"Disregard the bugs from when the game launched, they don't exist anymore, the game as it is NOW is fantastic, the story is solid, the characters are memorable, the game is a rock solid hit.",['story'],['story'],
1.0915E+15,Cyberpunk 2077,price,"this game is goated, the story is amazing the dlc is amazing, i love the futuristic aesthetic of the game","['story', 'graphics']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Most, if not all, of the game breaking bugs at launch are fixed. The game is in a good state now, and it runs pretty decent. The story is great, the gameplay is fun and unique, and the world is immersive. If you enjoy the cyberpunk aesthetic, this game is a must play.","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,price,"I'm sorry, but the only good thing in this game is the visuals, the aesthetics. The story is flat and uninteresting. There is nothing deep in this game. No groundbreaking gameplay mechanics. No amazing story. Yeah, they fixed the bugs, but it's, fundamentally, a mediocre game. A game afraid of daring, of risking. This game does not deserve the fame it has, and I guess it only has that fame because the visual aesthetics is indeed super beautiful and there is a lack of this type of game in the market.","['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,price,I WOULD 100% RECOMMEND THIS GAME TO ANYONE. THIS IS MY ABSOLUTE FAVORITE GAME OF ALL TIME. THE STORY IS GOATED THE DLC IS AMAZING THE GRAPHICS ARE TOP TEIR AND I LOVE THE GAME PLAY.,"['story', 'graphics']","['story', 'graphics', 'price', 'controls']",
1.0915E+15,Cyberpunk 2077,price,"This is the best game ever made, the base games story is good, the graphics are good, Night City is the best open world. But the DLC story is another lvl. The driving physics is mid but it never advertised itself as a racing game, and the human NPC AI is disappointing if compared to older games, even Assassin's Creed Unity... And the RPG elements aren't that good either (exception the DLC) But its still my favorite video game.","['story', 'graphics', 'combat']","['story', 'graphics', 'combat']",
1.0915E+15,Cyberpunk 2077,price,"this is honestly one of the best games ive ever played, the story, the characters, the environment, everything about this game is just perfection, and ofc the soundtrack, i have watched edgerunners before i played this game, this game is truly phenomenal, the dialoige just feels too real and human, amazing game 100/10 truly recommend it",['story'],"['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,price,"The game is very different from what it was in 2020, now it has a better optimization and most bugs are fixed by now. Even though the game may still have some bugs, it looks very very polished in comparison to the first version that came out. Anything other than that, the story, the world building, the music, everything is PERFECT. The game gives you the chance to play the way you like with almost zero limits, the world is alive and the game makes you feel like the characters are real people. This game is absolute peak.","['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,price,"Cyberpunk 2077 is the best game I've ever played. The story is amazing, gameplay is really good, visually it looks stunning and the city itself, Night City, is one of the best cities in gaming. Also, Phantom Liberty is a masterpiece, the best DLC of all time. Overall, this game is a masterpiece.","['story', 'graphics']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,price,"I have completed the game with more than 250 quest completed. I find the game enviroment is quite big but at the same time, feels so empty. Story is quite liner and predictable. No really feel the emotion between V and Jonny. I tried to force myself to like the game due to all the commeting/review saying the game is good but i think in the end. I don't really find it fun to play it. Maybe it is just me. Overall i give the game 2.5/5. Would only recommend to buy on big discount.","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,controls,"I've heard great things about the game. Wanted to like it. Put in the time, thought that it would get better, but no. Everything's somewhat floaty. Guns don't feel like they have predictable patterns, moving feels like you're 300 pounds. The driving is painful, the cars are not responsive at all and all of them are slow. 150 kph does not feel like 150kph as well. The storyline is a lot of dialogue that failed to grab me. Can't skip all of it. It released in 2020. Yet controls/combat feel worse than games released in the 90's. Overall? 5/10. Can't even push myself to finish it.","['controls', 'combat', 'story']","['combat', 'controls', 'story']",
1.0915E+15,Cyberpunk 2077,controls,Its a great game took a while but I finally snagged it for 20$ the controls are horrible and the tutorial sucks to play but it's pretty fun,"['price', 'controls']","['controls', 'price']",
1.0915E+15,Cyberpunk 2077,controls,"Great narrative that pulls you in quick, but its the world that really keeps you engaged. Very immersive and filled with consequences. Gameplay is very tight and responsive.","['story', 'controls']","['story', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"absolutely amazing game there is so much to do, ive played over 600 hours and still havent discovered things. the graphics are also beautiful even on low settings it looks good. the combat is extremely fun and if you get used to the controls there are some pretty creative ways of killing enemies. holy glaze but i love this game a lot","['combat', 'graphics', 'controls']","['combat', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Thrilling and action-packed narrative. Couldn't put it down once I started! Controls are easy to pick up, and my only gripe is with the inventory system. It's not clear to me how some mods like a ""ranged weapon"" mod can be equipped. Also, let's say I put on an outfit (entire clothing set and saved it) in my apartment; then I find a new jacket in the wild and equip it; the new jacket is equipped but doesn't show in preview; jacket in preview is still the jacket from the outfit at the apartment; this is confusing to me. Neither are dealbreakers though. MUCH love to the devs for supporting the Mac!","['story', 'controls']","['story', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"The game is simply amazing. The options, the RPG elements, the atmosphere, everything is immersive. You can either play regular or download some Nexus mods like my friend did to change it up like Biosculpted Exotics Expanded to add exotic animal models. Supposedly the game alludes to exotics but does not actually have them. My only complaint is that the controls seem overwhelming at first because there are too many button assignments that can be placed and it'd be nice if things could be more consolidated. Looking at the menus and actions in the game, the button consolidation would definitely make the game easier to jump back into after playing other games or after taking a break from this one. I see many areas where there are just needlessly extra assignments to other keys that can just be simplified. Definitely an awesome game regardless. Huge props for this game and I'm looking forward to the next installment in the future.",['controls'],"['controls', 'story']",
1.0915E+15,Cyberpunk 2077,controls,"Where do I begin, I started playing this game because I saw some friends play it and it instantly caught my attention. I was worried that this game wouldn't run on my Steam Deck but it worked like wonders. The default controls are perfect, the text is legible, the graphics run smooth and the battery lasts around 3-4 hours (depending on your brightness). I then upgraded to a PC and I swear it bumped the game from top 5 to the best game ever made. I want to give a round of applause to the development team for making the achievements of this game. It is one of my favorites by far, some are easy and quick, some take a few good hours to achieve (depending on the grind) and others you have no clue because its a hidden achievement you unlock once you complete it. I highly recommend Cyberpunk 2077 if you want an on-the-go or at-home game. P.S- If I fell in love so will you<3","['controls', 'graphics']","['controls', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,"This game is spectacular. It is beautiful, emotional and heavy. I was lucky to have this game gifted to me by a Twitch friend, and I've loved every second of playing it. The learning curve was a bit steep to begin with, but I started to really get the hang of the controls and gameplay around 2-3 hours in. At just over 50 hours, I am still just as invested in the story and characters as I was when I met them day 1. I absolutely recommend everyone visit Night City. It'll change you!","['graphics', 'story', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Are you 60+ years old wishing your heydays were not behind you? Do you still use outdated punk slang while thinking that smoking, drugs and alcohol is what will give you access to the cool kids club? Do you think the system is rigged and everything revolves around your idea of the world? Then this is the game for you. Man, do I feel dirty after rolling in this mudpile. It is visually stunning, controls are easy to learn and there are times that you are having fund, but that wears out fairly quickly. I logged 80 hours because I nearly made it through a first playthrough and got bored near the end. Started from scratch thinking things would be better just to be reminded of how bland the actual storyline is. You max out your stats way before even making a sizeable dent in the main plotline. NONE of your decisions make any difference (replayability is 15/100). Most characters are straight out of the lost-and-found box and the creators pushed a great deal to prove that it is possible to cram so much nonsense narrative into a single game. Pretentious and pointless. Clearly too much effort went into polishing and not enough into making a good core.","['graphics', 'controls', 'story']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Do you like big, open-world games and bleak, dystopian science fiction films? Do you like good storylines where decisions affect the outcomes? Do you like to spend a lot of time killing people and driving/racing many vehicles with very different handling characteristics? Are you into body modifications, nudity, sex scenes and extreme profanity? Do you want to lose weeks of your life in a deeply immersive environment that keeps bringing you back for more? If so, you've found the right game. Blending elements of Blade Runner, Mad Max (game and movies), Brazil, GTA, Fallout, Read Dead Redemption it is a visual treat from start to finish. You'll need a fairly decent PC if you want to have all the graphics settings maxed out but it's definitely worth it. The storylines are good and most of the main characters are well-developed and interesting enough to make you care about their survival. There were a few minor glitches evident in my first play through (e.g. candles burning under water and cops spawning out of thin air) but most seem to have been fixed in subsequent patches. The Phantom Liberty expansion adds a few hours of gameplay and more variety to the storytelling and is a worthy addition to the main game. Explore vast areas and experience many different settings, each with their own clans and vibes. Gameplay varies from relaxed and serene to full on madness, so there's something for everyone. Well, not everyone. With sex, nudity, violence, drugs and a lot of very strong language, this is a game best played when there are no young kids around. If you value your job and/or family time, you may want to set the alarm on your phone to drag you back into the real world every now and then. I played this on a Windows PC using an Xbox controller and that worked fine, although the controls could sometimes be a little fiddly. I have completed it twice, exploring different storylines and experiencing two very different endings. After 188 hours in the game I'm ready to play something else for while, but I will revisit this in the future. It's absolutely brilliant and highly addictive. 9/10. It lost a point for the occasionally frustrating controls.","['story', 'graphics', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"I've fully platinumed this game on XBOX and bought it again on Steam purely for the smoother gameplay as well as the mod support. I'm still in the introduction part of the game 4 hours in, and am enjoying it very very much.","['controls', 'graphics']","['controls', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,"Def love the modding support on this game, it's really a great game. If you want a home away from home this is def the game to mod",[],[],
1.0915E+15,Cyberpunk 2077,controls,"I have finished this game a few times on *box. It's a great game, the story is very engaging, the fighting is also well-made whether you're going melee or gun running. I also played the expansion on my console ""Phantom Liberty"". It raised the bar even more. Although the launch was an utter disaster, if your PC can run this game by it's requirements and you got the eddies, (especially if there's a sale), buy in. It's an unforgettable game with a cyber-city defining atmosphere where corporate greed, violence and body implanatation is shown off fully fledged. The many updates that were added years after as post-launch support really helped this game become even better as well. And throughout this game's story and narrative, one thing is made clear, expect the unexpected.","['story', 'combat', 'price']","['story', 'combat', 'price', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,good game has good story and mod support (needs good drivers tho and doesnt run at all if you have a old computer) if you like fps games this is for you. if the price makes you unsure to buy it or not remember that steam has its ways to emptying your pockets so it might as well go to this game.,"['story', 'graphics', 'price']","['story', 'price', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,"It's a pretty great game, and came a far way from the buggy mess of launch. It's certainly a favorite of mine. I would say though, once you finish the story, the mod support of the game will keep you going for sure.",['story'],['story'],
1.0915E+15,Cyberpunk 2077,controls,"This game is fantastic, I hear the launch was horrible... but looks like they fixed it... if this were to get multiplayer support, if not the sequel at least... even better.",[],[],
1.0915E+15,Cyberpunk 2077,controls,"I find myself returning to this game constantly. Everything about it is just top notch, and the modding support is just brings it to another level. One of the best examples of open world gaming of the generation.",[],[],
1.0915E+15,Cyberpunk 2077,controls,"It's a good game, but not a good RPG. However I'd say the same for CDPR's other games, so if you enjoyed Witcher 3, the mechanical depth and amount of choices/roleplaying opportunities should satisfy you. In terms of structure and gameplay, I'd compare it more to Grand Theft Auto than anything else. Writing is solid, and the acting is especially great. The story is dramatic and memorable, but it isn't particularly deep. Don't go in expecting it to dive into the philosophy of the cyberpunk genre, or expand on its themes very much. The atmosphere is pretty incredible though, nothing beats driving through Night City in the rain, blasting Refused on the in-game radio. Combat is fun, there's a lot to think about due to the quick hacks, and there's a good amount of weapon variety as well. Feels great on both mouse/keyboard and controller. Overall an above average game. I enjoyed it.","['story', 'combat', 'controls']","['story', 'combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"(A few hundred hours through GOG as well) One of the best open world RPG's ever made. Yes it launched in a bad state. But today, that's irrelevant. Today it's amazing. Story and more importantly great characters. Those are the reasons I play games, and this game does it best. Biggest negatives in this game are things that are not as good as GTA. Well GTA is literally the best in the world at those things. And I don't care that the cops are not as good as GTA. That's irrelevant to me. Which, for me means I actually come back to play this game multiple times unlike GTA.",['story'],"['story', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Despite all the crap I am going to say about it- I simply love this game. This game is throughout quite an immersive and fun experience, that is ocasionally ruined a little bit with the hicups caused by some tedious issues. The story, while it explores tropes that are typical to this genre - it does it quite well. Colorful (maybe too much during daytime) yet dark, near altfuture, urban dystopia. Society indulged, obsessed and drained both with consumerism and sex. Uploading the very soul to the net. Exploring the topics of afterlife, leaving a mark in the world, identity and fighting with the system. Characters are well written, they fit in perfectly and so does the dialogue. There is a lot of memorable quests and peeps, especially among the main cast. I love both Johnny's and V's characters, their relationship and how they interact with eachother. Kudos to English female V voice actress, her performance was amazing. Graphically it is stunning. The lights, effects, sounds, atmosphere, weapons, buildings and especially car models - all of this builds up the world almost flawlessly. Night City does look and feel authentic. The music is spot on, both in the game's soundtrack and it's radio track selection - they literally did a 10/10 job here, especially with the Samurai bits. But... Sadly this whole immersive experience can be broken by the bugs that persisted in this game over the years. You can spot civilians phasing through walls, multiple car models being stuck on top of or inside each other, enemies shooting you through some walls, animations/scripted events not playing correctly or at all. One of the more annoying bugs that I remember from when I first played the game ~5 years ago was ""clown boots"" - the game loops the sound of the crushing bottles as your footsteps when you first walk on them in specific area during the Evelyn questline and it doesn't stop unless you restart the game... Luckily I didn't run into anything that was game breaking or soft locking my progress. The game also flatlined like two times for me. Yet it is still disappointing seeing that those old issues weren't fixed, despite devs supporting the game and pushing new updates over the years. Bugs are very rare, yet they are there. It also feels that the further you go from the start of the game, there is less of them. AI could also be better as it is very basic. Civilian behaviour feels mostly like an ""A"" than an ""I"". On top of everything the police is not a threat at all. You can lose a tail in mere seconds and it feels like they are not even interested in chasing you. Whats also a bit wild is that pedestrians tend to jump under your wheels for no reason, as if they were trying to avoid your vehicle... in the wrong direction.., even if you were not a threat to them to begin with. And then, there is a Sinnerman quest - an absolute joke... I would still strongly recommend getting this game. It's not without its flaws, but it is truly a great experience. It also does hold a replayability value with the build variety, some choices you make during the story and it has a mod support. Just keep in mind that you will eventually encounter bugs that will make the world of the game less believable to you. Would bomb Saka tower again tho.","['story', 'graphics', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Peak game, basically 4 playstyles to pick and a lot of weapons to chose from. Personally I find playing as a netrunner kind of like playing the game on easy mode no matter what difficulty you pick, you can kill enemies from far away while staying undetected (unless you have some mentall illness or an additional chromosone, but I'm pretty sure those people can also stay undetected). If you want some difficulty but also don't want to screw yourself over, use the sandevistan and use throwing knives, it's fun, requires aiming but rewards a lot for hitting headshots. The hardest way to play the game is probably just using gorilla arms and the berserker implant. Also I pre-ordered the dlc and regretted nothing. Peak game, buggy on launch but after that it was still buggy, but in a fun way. 10/10","['combat', 'price']","['combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,GAME FKIN SUCKS I HATE EVERYTHING ABOUT IT THE UI IS TRASH IT HAS TOO MANY OPTIONS U GOT SKILLS AND THEN MORE SKILLS YOU CAN ALSO CRAFT WHICH IS DUMB IN THIS GAME WHY DO I NEEED TO IT DOESNT EXPLAIN THE BACKBACK IDK IF ANYTHING I PICK UP MATTERS THE CYBERWARE IS JUST TOO MUCH AND DIDNT EXPLAIN ANYTHING I HATE THIS GAME WITH A PASSOIN I DONT UNDERSTAND HOW PPL LIKE MUCH LESS PLAY THIS GAME,"['controls', 'story']","['controls', 'story']",
1.0915E+15,Cyberpunk 2077,controls,"Fun game, I like just driving arround and the story is good to. The game itself is pretty easy and the ai is verry dumb, dont play it if you are looking for intense gunfights.","['story', 'combat']","['story', 'combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Are you 60+ years old wishing your heydays were not behind you? Do you still use outdated punk slang while thinking that smoking, drugs and alcohol is what will give you access to the cool kids club? Do you think the system is rigged and everything revolves around your idea of the world? Then this is the game for you. Man, do I feel dirty after rolling in this mudpile. It is visually stunning, controls are easy to learn and there are times that you are having fund, but that wears out fairly quickly. I logged 80 hours because I nearly made it through a first playthrough and got bored near the end. Started from scratch thinking things would be better just to be reminded of how bland the actual storyline is. You max out your stats way before even making a sizeable dent in the main plotline. NONE of your decisions make any difference (replayability is 15/100). Most characters are straight out of the lost-and-found box and the creators pushed a great deal to prove that it is possible to cram so much nonsense narrative into a single game. Pretentious and pointless. Clearly too much effort went into polishing and not enough into making a good core.","['graphics', 'controls', 'story']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"We are in 2026, 5years after launch and binding keys is still a headache apparently !!! I play on a french AZERTY keyboard, I've paid to play on PC, not on PC+controller. Despite good reviews I do not want to risk having to deal with bad UI & gameplay or take wrong decision simply because it is ""QWERTY"" in menu. I can solve this using mod or changing inputUserMappings.xml by myself but they have already wasted 2h of my time. Life is too short, so why spending it making the work of lazy people (or greedy seing the game launch mess). I sincerly hope they will manage to correct this bad trajectory on Witcher 4.",['controls'],"['controls', 'price']",
